KIC Teff Teff_err logg logg_err feh feh_err NoCorM NoCorM_err NoCorR NoCorR_err RGBcorM RGBcorM_err RGBcorR RGBcorR_err ClcorM ClcorM_err ClcorR ClcorR_err Phase RA DEC
10938051 5050 157 3.076 0.010 -0.03 0.30 1.68 0.12  6.22 0.16 1.65 0.12  6.16 0.16 1.71 0.13  6.28  0.16 1 298.8887178475446 +48.3531109128400
10938167 4887  80 2.487 0.009 -0.20 0.15 1.36 0.12 11.03 0.42 1.27 0.11 10.65 0.40 1.39 0.12 11.13  0.42 2 298.9311517572114 +48.3948173175916
10960400 4779  80 2.575 0.008 -0.37 0.15 1.39 0.08 10.07 0.22 1.23 0.07  9.47 0.20 1.37 0.08 10.01  0.21 1 282.8316121943279 +48.4719835342184
10960424 5049 147 2.527 0.013 -0.25 0.30 1.80 0.18 12.09 0.42 1.72 0.17 11.83 0.41 1.84 0.18 12.25  0.43 2 282.8501919089529 +48.4289764618646
10960798 4644  80 2.694 0.007  0.09 0.15 1.31 0.07  8.53 0.17 1.19 0.07  8.11 0.16 1.32 0.07  8.55  0.17 1 283.1526323189298 +48.4038123235765
10961390 4598  80 2.411 0.010  0.31 0.15 1.10 0.09 10.81 0.32 1.01 0.08 10.37 0.30 1.10 0.09 10.80  0.32 2 283.5910737877744 +48.4272068776915
10962756 5029 152 3.118 0.008  0.19 0.30 1.44 0.09  5.48 0.12 1.45 0.09  5.51 0.12 1.46 0.09  5.52  0.12 1 284.5687788709773 +48.4600533756955
10962775 5009 100 2.468 0.010 -0.29 0.15 1.53 0.14 11.94 0.45 1.45 0.13 11.64 0.44 1.57 0.14 12.10  0.46 2 284.5841855207393 +48.4017605871613
10962804 4990 148 2.603 0.008 -0.06 0.30 1.32 0.08  9.49 0.21 1.29 0.08  9.40 0.21 1.34 0.08  9.55  0.21 1 284.5990583664946 +48.4173635922894
10963918 5065 145 3.251 0.008 -0.17 0.30 1.16 0.07  4.23 0.09 1.17 0.07  4.24 0.09 1.17 0.07  4.25  0.09 1 285.3350536746750 +48.4177862543242
10964280 4993 151 2.600 0.010 -0.03 0.30 1.31 0.10  9.48 0.25 1.29 0.09  9.41 0.24 1.32 0.10  9.54  0.25 1 285.5532693345434 +48.4242145072772
10964584 4964 100 2.417 0.012 -0.54 0.15 1.10 0.11 10.72 0.44 1.02 0.11 10.33 0.42 1.12 0.12 10.84  0.44 2 285.7648627723743 +48.4458429194549
10965043 5252 156 3.214 0.008 -0.26 0.30 1.22 0.07  4.51 0.10 1.26 0.08  4.59 0.10 1.23 0.07  4.54  0.10 1 286.0432962774615 +48.4990562427329
10965536 4772 100 2.334 0.011 -0.25 0.15 1.41 0.11 13.40 0.38 1.26 0.10 12.67 0.35 1.41 0.11 13.39  0.38 1 286.3312667103805 +48.4853129523980
10966241 5272 100 2.916 0.007 -0.34 0.15 1.78 0.10  7.69 0.15 1.81 0.10  7.75 0.15 1.83 0.10  7.81  0.16 1 286.8009011015529 +48.4272709375081
10966458 4779 100 2.421 0.010  0.00 0.15 1.14 0.09 10.92 0.29 1.07 0.08 10.56 0.28 1.15 0.09 10.95  0.29 2 286.9455362534718 +48.4099753857166
10966634 4644  80 2.534 0.007 -0.55 0.15 1.12 0.06  9.46 0.18 0.95 0.05  8.73 0.17 1.07 0.06  9.27  0.18 1 287.0607627538190 +48.4715578152465
10966950 4835 100 2.358 0.015 -0.14 0.15 1.03 0.11 11.15 0.45 0.98 0.11 10.84 0.44 1.04 0.11 11.17  0.45 2 287.2399104409154 +48.4850063528186
10967025 5124 156 2.502 0.009 -0.36 0.30 1.35 0.09 10.79 0.28 1.33 0.09 10.70 0.28 1.38 0.10 10.91  0.29 1 287.2891629422529 +48.4912643660069
10969400 5226 154 2.368 0.013 -0.45 0.30 0.87 0.11 10.11 0.53 0.91 0.11 10.33 0.55 0.88 0.11 10.18  0.54 2 288.6644622034763 +48.4124649278278
10969616 5035 149 2.392 0.019 -0.02 0.30 1.14 0.17 11.24 0.61 1.16 0.17 11.34 0.62 1.14 0.17 11.28  0.61 2 288.7798491340680 +48.4044496423522
10969649 5420 165 2.380 0.013 -0.35 0.30 0.87 0.16  9.97 0.87 0.93 0.17 10.30 0.91 0.88 0.16 10.03  0.87 2 288.7922657154862 +48.4711778130756
10969784 4659 163 2.351 0.018  0.00 0.30 1.06 0.22 11.37 1.06 0.95 0.20 10.80 0.99 1.06 0.22 11.37  1.06 2 288.8571084049600 +48.4283376317572
10969846 5137 157 2.449 0.011 -0.27 0.30 1.77 0.34 13.15 1.21 1.74 0.33 13.02 1.19 1.82 0.35 13.33  1.23 2 288.8856486171792 +48.4963575051850
10971746 5101 149 3.208 0.008 -0.24 0.30 1.38 0.09  4.85 0.11 1.37 0.08  4.82 0.11 1.41 0.09  4.90  0.11 1 289.8253159857079 +48.4415362293122
10971845 5142 154 2.843 0.008 -0.61 0.30 1.45 0.09  7.56 0.17 1.40 0.09  7.42 0.16 1.50 0.09  7.68  0.17 1 289.8663623317721 +48.4304041508594
10971893 4855 100 2.463 0.012  0.32 0.15 1.37 0.12 11.38 0.37 1.34 0.12 11.25 0.37 1.38 0.13 11.41  0.38 2 289.8855935444838 +48.4368123664804
10971897 5108 152 3.281 0.008 -0.39 0.30 1.10 0.07  3.97 0.09 1.09 0.07  3.96 0.09 1.12 0.07  4.00  0.09 1 289.8863742248634 +48.4791502695648
10972288 4838 100 2.726 0.007  0.47 0.15 1.48 0.08  8.73 0.18 1.47 0.08  8.69 0.18 1.51 0.09  8.81  0.18 1 290.0807288235570 +48.4901925104721
10972321 5226 160 3.272 0.008 -0.01 0.30 1.40 0.09  4.53 0.10 1.45 0.09  4.62 0.10 1.42 0.09  4.57  0.10 1 290.1012185668550 +48.4402122352044
10972627 4981 172 2.489 0.011  0.00 0.30 1.53 0.12 11.68 0.33 1.49 0.12 11.50 0.33 1.55 0.12 11.75  0.33 2 290.2746087739734 +48.4760967886792
10972717 5000 148 2.366 0.019 -0.23 0.30 0.97 0.15 10.71 0.66 0.97 0.15 10.71 0.66 0.97 0.15 10.70  0.66 2 290.3275967804649 +48.4967497946875
10972858 4675 100 2.389 0.008 -0.26 0.15 1.24 0.08 11.79 0.27 1.09 0.07 11.04 0.25 1.22 0.08 11.69  0.26 1 290.4186433524191 +48.4661274135710
10972860 5145 152 2.461 0.013 -0.28 0.30 1.45 0.15 11.73 0.46 1.44 0.15 11.69 0.46 1.49 0.16 11.87  0.46 2 290.4198281891585 +48.4381286167113
10973387 5057 145 2.742 0.012  0.02 0.30 2.13 0.18 10.29 0.30 2.12 0.18 10.27 0.30 2.21 0.18 10.47  0.31 1 290.7007676951871 +48.4463439881617
10973397 4658  80 2.938 0.006  0.11 0.15 1.24 0.06  6.27 0.11 1.13 0.05  5.98 0.11 1.25 0.06  6.28  0.11 1 290.7045421528578 +48.4042406375236
10973854 4528 100 2.390 0.008  0.10 0.15 1.45 0.09 12.71 0.28 1.29 0.08 11.99 0.27 1.44 0.09 12.69  0.28 1 290.9463695466602 +48.4113277290758
10974202 4900  80 2.439 0.011 -0.25 0.15 1.30 0.12 11.39 0.42 1.21 0.11 10.99 0.40 1.32 0.12 11.48  0.42 2 291.1225419818910 +48.4066030125121
10974840 5109 156 2.345 0.009 -0.21 0.30 0.73 0.06  9.49 0.34 0.77 0.07  9.80 0.36 0.74 0.06  9.58  0.35 2 291.4536658359125 +48.4115011952317
10974984 4832 100 2.424 0.012  0.40 0.15 1.34 0.13 11.79 0.47 1.33 0.13 11.73 0.46 1.35 0.13 11.80  0.47 2 291.5183022825633 +48.4524044210845
10975126 5082 100 2.404 0.013 -0.38 0.15 1.09 0.13 10.86 0.52 1.08 0.13 10.79 0.52 1.11 0.13 10.94  0.53 2 291.5839943111404 +48.4353028450947
10976349 5191 157 2.429 0.012 -0.34 0.30 0.99 0.09 10.07 0.33 1.02 0.09 10.24 0.34 1.00 0.09 10.13  0.34 2 292.1678272208742 +48.4465815900881
10976412 4960 142 3.041 0.008 -0.32 0.30 1.19 0.07  5.45 0.12 1.13 0.07  5.30 0.11 1.21 0.07  5.49  0.12 1 292.2047946270585 +48.4178631092037
10977040 5168 100 2.641 0.008 -0.13 0.15 1.98 0.13 11.13 0.29 1.99 0.13 11.16 0.29 2.04 0.14 11.31  0.29 2 292.5260502295038 +48.4594514206669
10977146 4867  80 3.118 0.006  0.11 0.15 1.35 0.07  5.32 0.10 1.30 0.06  5.21 0.10 1.37 0.07  5.35  0.10 1 292.5709655640107 +48.4331011104188
10977284 5211 182 3.105 0.011 -1.00 0.30 1.11 0.09  4.90 0.14 1.09 0.09  4.85 0.14 1.11 0.09  4.89  0.14 1 292.6266653217282 +48.4621953825874
10977468 4994 151 2.438 0.011 -0.01 0.30 1.26 0.11 11.24 0.35 1.26 0.11 11.21 0.35 1.28 0.11 11.29  0.35 2 292.7161977321745 +48.4133336299281
10977629 4725 100 2.301 0.010  0.22 0.15 1.31 0.11 13.40 0.46 1.23 0.11 12.97 0.44 1.32 0.11 13.46  0.46 2 292.7911739444157 +48.4297141165009
10977737 5087 154 2.389 0.012 -0.39 0.30 1.05 0.10 10.86 0.39 1.05 0.10 10.83 0.39 1.07 0.10 10.94  0.40 2 292.8495939109654 +48.4167553177764
10977979 4860  80 3.204 0.006  0.05 0.15 1.19 0.05  4.52 0.08 1.15 0.05  4.44 0.08 1.20 0.06  4.54  0.08 1 292.9677437139586 +48.4084732780097
10978042 5273 173 2.458 0.010 -0.14 0.30 1.27 0.10 11.00 0.34 1.32 0.11 11.24 0.35 1.28 0.10 11.06  0.34 2 292.9983776179347 +48.4571319338283
10978085 5171 100 2.321 0.012 -0.47 0.15 1.49 0.17 13.98 0.69 1.46 0.17 13.84 0.68 1.53 0.18 14.19  0.70 2 293.0165086570343 +48.4149686421344
10978375 4979 152 2.550 0.009 -0.06 0.30 1.67 0.11 11.36 0.28 1.60 0.11 11.13 0.27 1.70 0.12 11.48  0.28 1 293.1658727502542 +48.4648118616517
10978509 4627  80 2.375 0.013 -0.05 0.15 1.00 0.11 10.74 0.45 0.89 0.10 10.13 0.42 0.99 0.11 10.69  0.45 2 293.2274142663035 +48.4194952206358
10978581 4839  80 2.967 0.006  0.02 0.15 1.60 0.08  6.89 0.12 1.50 0.07  6.67 0.12 1.62 0.08  6.93  0.12 1 293.2650561833948 +48.4263877358472
10978646 4958  80 2.744 0.010 -0.00 0.15 2.09 0.15 10.17 0.26 2.02 0.15  9.99 0.26 2.14 0.16 10.29  0.27 2 293.2944588232392 +48.4687369746272
10978699 4701  80 2.589 0.008 -0.13 0.15 1.41 0.08  9.98 0.21 1.26 0.07  9.43 0.20 1.40 0.08  9.96  0.21 1 293.3211609825365 +48.4829205875585
10978857 4796 100 2.487 0.010  0.50 0.15 1.54 0.12 11.73 0.31 1.48 0.11 11.49 0.31 1.56 0.12 11.81  0.32 2 293.3919373608060 +48.4352355716431
10978872 5015 175 2.670 0.042  0.21 0.30 1.30 0.45  8.74 1.18 1.32 0.46  8.81 1.19 1.31 0.45  8.78  1.19 1 293.3995338979267 +48.4617937861517
10979181 4612 100 1.928 0.018  0.15 0.15 1.45 0.20 21.68 1.09 1.31 0.18 20.60 1.03 1.46 0.20 21.77  1.10 1 293.5336370160622 +48.4466644941172
10979258 4755 100 2.473 0.009  0.23 0.15 1.37 0.09 11.25 0.26 1.29 0.08 10.93 0.25 1.38 0.09 11.31  0.26 1 293.5745904431129 +48.4209933525271
10979458 4990 149 2.989 0.008 -0.05 0.30 1.35 0.08  6.16 0.13 1.32 0.08  6.10 0.13 1.37 0.08  6.20  0.14 1 293.6649326808497 +48.4697614269609
10979634 5083 154 2.381 0.014 -0.33 0.30 0.93 0.11 10.28 0.47 0.94 0.11 10.38 0.47 0.94 0.11 10.34  0.47 2 293.7515376318079 +48.4985945691182
10979742 4802 100 2.765 0.008  0.32 0.15 1.53 0.09  8.49 0.18 1.46 0.09  8.30 0.18 1.55 0.09  8.54  0.18 1 293.8011888791567 +48.4086298313323
10979985 4759 146 2.340 0.020  0.28 0.30 1.29 0.19 12.70 0.66 1.22 0.18 12.39 0.64 1.29 0.19 12.73  0.66 2 293.8985032906508 +48.4379297348683
10980032 5418 168 2.899 0.011 -0.21 0.30 2.29 0.20  8.90 0.29 2.49 0.22  9.29 0.30 2.43 0.21  9.16  0.30 2 293.9202954648559 +48.4873382075711
10980148 5449 177 2.787 0.011 -0.04 0.30 2.74 0.21 11.08 0.31 3.06 0.24 11.70 0.33 2.89 0.23 11.37  0.32 2 293.9715038129854 +48.4089383217911
10982591 5114 161 3.240 0.009 -0.05 0.30 1.14 0.07  4.23 0.09 1.17 0.07  4.30 0.10 1.14 0.07  4.25  0.10 1 295.0070728070437 +48.4093720247847
10982619 4932 152 2.384 0.011  0.07 0.30 1.02 0.10 10.78 0.43 1.04 0.10 10.85 0.44 1.03 0.10 10.80  0.43 2 295.0171748319529 +48.4684642854636
10983102 5079 157 2.408 0.010 -0.44 0.30 1.26 0.13 11.63 0.53 1.22 0.13 11.42 0.52 1.29 0.14 11.77  0.54 2 295.2149232299380 +48.4912442044272
10983401 5240 100 2.904 0.007  0.20 0.15 2.40 0.14  9.06 0.20 2.58 0.15  9.41 0.21 2.47 0.14  9.19  0.20 2 295.3411840304021 +48.4463130655804
10987386 5046  80 2.911 0.008  0.16 0.15 2.16 0.13  8.52 0.20 2.18 0.13  8.55 0.20 2.22 0.14  8.64  0.20 2 296.8049819793753 +48.4326609964704
10988113 4978 161 2.845 0.009  0.21 0.30 1.42 0.09  7.45 0.17 1.41 0.09  7.45 0.17 1.43 0.09  7.50  0.17 1 297.0717767618569 +48.4311573860932
10988465 4992 152 2.707 0.013 -0.17 0.30 1.55 0.14  9.14 0.30 1.48 0.14  8.94 0.29 1.59 0.15  9.24  0.30 2 297.1949309204513 +48.4047518282900
10988513 4801 138 2.750 0.009 -0.37 0.30 1.29 0.08  7.95 0.19 1.15 0.07  7.50 0.17 1.28 0.08  7.92  0.19 1 297.2115458883735 +48.4138656871875
10988708 5001  80 2.400 0.013 -0.41 0.15 1.14 0.11 11.13 0.39 1.08 0.10 10.86 0.38 1.16 0.11 11.23  0.40 2 297.2815245444571 +48.4221858355034
10988898 4779  80 2.491 0.013  0.19 0.15 1.52 0.16 11.60 0.45 1.43 0.15 11.26 0.43 1.54 0.16 11.69  0.45 2 297.3477370758036 +48.4800187484828
10989210 5213 100 2.642 0.012 -0.14 0.15 2.89 0.25 13.44 0.43 3.11 0.27 13.95 0.44 3.14 0.28 14.01  0.45 2 297.4600951857807 +48.4139516227211
10989954 4693  80 2.658 0.007  0.07 0.15 1.32 0.07  8.93 0.18 1.21 0.06  8.54 0.17 1.33 0.07  8.97  0.18 1 297.7482915810787 +48.4451760480149
10989961 4850  80 2.805 0.007 -0.22 0.15 1.32 0.07  7.54 0.14 1.22 0.06  7.23 0.14 1.34 0.07  7.59  0.14 1 297.7505581619492 +48.4001755971363
10990113 4555  80 2.577 0.009  0.35 0.15 1.52 0.10 10.50 0.25 1.38 0.09 10.00 0.24 1.53 0.10 10.54  0.25 1 297.8042820254926 +48.4461923776067
10990243 4822  80 2.425 0.012  0.00 0.15 1.26 0.11 11.40 0.35 1.19 0.10 11.06 0.34 1.27 0.11 11.45  0.36 2 297.8570954345082 +48.4425951275171
10990704 4786  80 2.383 0.012 -0.22 0.15 1.06 0.13 10.95 0.56 0.96 0.11 10.44 0.52 1.06 0.13 10.95  0.56 2 298.0297438115492 +48.4787745388842
10991271 5182 100 2.809 0.010  0.05 0.15 2.48 0.19 10.28 0.28 2.62 0.20 10.57 0.29 2.58 0.19 10.48  0.29 2 298.2484169256276 +48.4916128732654
10991398 4960 100 2.441 0.015 -0.21 0.15 1.17 0.12 10.76 0.40 1.12 0.12 10.54 0.39 1.17 0.12 10.80  0.40 2 298.2951147702324 +48.4254043863317
10991673 4723 100 2.592 0.009 -0.02 0.15 2.59 0.17 13.47 0.33 2.47 0.16 13.16 0.32 2.62 0.17 13.56  0.33 1 298.4049782738068 +48.4618913775793
10991759 5255 164 2.418 0.019 -0.58 0.30 0.73 0.25  8.73 1.44 0.77 0.27  8.97 1.50 0.77 0.27  8.95  1.50 2 298.4400984016066 +48.4411873226319
10991798 4722  80 2.650 0.007  0.16 0.15 1.48 0.08  9.53 0.18 1.37 0.07  9.17 0.18 1.50 0.08  9.59  0.19 1 298.4527157353168 +48.4593328662171
10991892 4489 157 1.949 0.022 -0.20 0.30 1.32 0.21 20.19 1.11 1.15 0.18 18.84 1.03 1.29 0.20 19.96  1.10 0 298.4878595543729 +48.4106692253828
10992126 4623 100 1.793 0.014 -0.55 0.15 1.22 0.53 23.21 4.96 1.04 0.44 21.47 4.42 1.17 0.50 22.72  4.81 1 298.5815546969822 +48.4516186709189
10992167 5004 174 2.659 0.009  0.19 0.30 1.83 0.13 10.49 0.27 1.81 0.13 10.42 0.27 1.87 0.13 10.61  0.27 1 298.5987202670729 +48.4030795822228
10992345 4628  80 2.655 0.008  0.00 0.15 1.27 0.07  8.79 0.18 1.14 0.06  8.30 0.17 1.27 0.07  8.79  0.18 1 298.6685367906615 +48.4976797846655
10992390 4218 100 1.754 0.016  0.08 0.15 1.50 0.29 26.91 2.32 1.32 0.25 25.26 2.12 1.47 0.28 26.64  2.29 1 298.6871401052036 +48.4926435920385
10992711 4548 100 2.444 0.007 -0.29 0.15 1.27 0.07 11.19 0.23 1.10 0.06 10.42 0.22 1.24 0.07 11.04  0.23 1 298.7994634518400 +48.4055611820009
11013005 4741  80 2.731 0.007 -0.03 0.15 1.35 0.07  8.29 0.16 1.23 0.06  7.92 0.15 1.36 0.07  8.32  0.16 1 281.8798854736679 +48.5972927128433
11013433 5482 173 3.122 0.009 -1.27 0.30 1.06 0.07  4.69 0.12 1.09 0.08  4.76 0.12 1.08 0.08  4.73  0.12 1 282.148560 +48.559261
11013471 4782  80 2.623 0.008 -0.33 0.15 1.26 0.08  9.07 0.20 1.12 0.07  8.55 0.18 1.25 0.08  9.04  0.19 1 282.1814573643752 +48.5309714533052
11013594 5271 156 2.409 0.011 -0.59 0.30 0.81 0.09  9.28 0.47 0.85 0.10  9.50 0.49 0.83 0.10  9.43  0.48 2 282.2723630506713 +48.5992353480219
11013598 4985 174 2.977 0.009 -0.32 0.30 1.08 0.07  5.60 0.13 1.04 0.07  5.50 0.13 1.10 0.07  5.63  0.13 1 282.2748289902900 +48.5080583147600
11014418 4900 144 2.600 0.009 -0.49 0.30 1.16 0.07  8.94 0.21 1.05 0.07  8.51 0.20 1.17 0.07  8.98  0.21 1 282.8432073764975 +48.5787276784603
11014468 5073 144 2.630 0.018 -0.34 0.30 2.49 0.33 12.65 0.58 2.48 0.33 12.64 0.57 2.60 0.34 12.93  0.59 2 282.8657287626264 +48.5572738399341
11014721 4745  80 2.653 0.007 -0.57 0.15 1.05 0.06  7.99 0.16 0.90 0.05  7.39 0.15 1.01 0.05  7.85  0.16 1 283.0488030159867 +48.5660001164863
11014947 5209 157 2.724 0.009 -0.75 0.30 1.16 0.07  7.75 0.18 1.15 0.07  7.72 0.18 1.20 0.08  7.88  0.18 1 283.2205071341042 +48.5664962943710
11015154 5012 147 2.607 0.008 -0.39 0.30 1.28 0.08  9.32 0.21 1.21 0.08  9.08 0.20 1.31 0.08  9.42  0.21 1 283.3767497455867 +48.5532187441894
11015261 4933  80 2.650 0.009 -0.05 0.15 1.91 0.12 10.82 0.26 1.81 0.12 10.55 0.25 1.95 0.13 10.95  0.26 2 283.4659273427562 +48.5274831158652
11015392 4829  80 3.295 0.006  0.29 0.15 1.22 0.06  4.13 0.07 1.20 0.06  4.08 0.07 1.23 0.06  4.13  0.07 1 283.5475682675537 +48.5360193279150
11015408 4950 173 2.695 0.010 -0.16 0.30 1.34 0.10  8.61 0.22 1.28 0.09  8.41 0.21 1.36 0.10  8.68  0.22 1 283.5619103001835 +48.5305883275178
11017831 5200 100 3.281 0.007 -0.03 0.15 1.34 0.07  4.39 0.09 1.39 0.07  4.46 0.09 1.36 0.07  4.41  0.09 1 285.2243792808006 +48.5276088939960
11018104 5035 153 2.407 0.015 -0.15 0.30 1.20 0.14 11.34 0.47 1.19 0.13 11.30 0.47 1.21 0.14 11.38  0.48 2 285.3768974190878 +48.5997489752326
11018281 5192 156 3.010 0.008 -0.29 0.30 1.20 0.07  5.67 0.12 1.22 0.07  5.73 0.12 1.22 0.07  5.71  0.12 1 285.4752655774609 +48.5322187280086
11018454 4322 151 1.749 0.018 -0.40 0.30 1.59 0.25 27.86 1.73 1.43 0.22 26.45 1.62 1.55 0.24 27.55  1.71 0 285.5917906594063 +48.5701663839336
11018481 4485 100 1.887 0.018 -0.14 0.15 1.42 0.19 22.45 1.09 1.24 0.16 21.03 1.01 1.39 0.18 22.24  1.08 1 285.6064906805420 +48.5486048660972
11018710 4687 100 2.632 0.007  0.16 0.15 1.43 0.08  9.57 0.19 1.32 0.07  9.18 0.18 1.45 0.08  9.63  0.19 1 285.7492891511343 +48.5739642718035
11018745 4635 100 2.443 0.015  0.49 0.15 1.31 0.16 11.39 0.57 1.20 0.15 10.88 0.54 1.30 0.16 11.32  0.56 2 285.7658115451819 +48.5351709238230
11018922 5154 100 2.446 0.009 -0.38 0.15 1.26 0.09 11.13 0.30 1.26 0.09 11.11 0.30 1.29 0.09 11.25  0.30 2 285.8533774030494 +48.5358120185185
11019025 4731  80 2.391 0.012  0.06 0.15 1.02 0.13 10.69 0.58 0.96 0.12 10.36 0.56 1.03 0.13 10.71  0.58 2 285.9261851710958 +48.5522154843914
11019125 4730 141 2.390 0.017  0.50 0.30 1.23 0.15 11.73 0.51 1.18 0.15 11.50 0.50 1.25 0.15 11.80  0.51 2 285.9932542344330 +48.5293082126535
11019954 5019 100 2.463 0.011 -0.27 0.15 1.25 0.11 10.85 0.36 1.21 0.10 10.68 0.36 1.26 0.11 10.93  0.37 2 286.5576832456179 +48.5990072153334
11020101 5015 100 2.949 0.011  0.20 0.15 2.16 0.18  8.16 0.24 2.16 0.18  8.17 0.24 2.21 0.18  8.26  0.24 2 286.6595768903089 +48.5941303857929
11020211 4973 100 2.945 0.007 -0.48 0.15 1.19 0.06  6.08 0.12 1.11 0.06  5.87 0.11 1.21 0.06  6.14  0.12 1 286.7291289103210 +48.5025491476547
11020885 4716 140 2.400 0.021  0.50 0.30 1.21 0.20 11.48 0.69 1.14 0.18 11.16 0.66 1.20 0.19 11.43  0.68 2 287.1382449224141 +48.5325854063178
11021020 5314 185 2.384 0.015 -0.47 0.30 1.41 0.45 12.62 1.96 1.44 0.46 12.78 1.99 1.45 0.46 12.79  2.00 2 287.2166262160938 +48.5691060830420
11025518 5216 158 2.398 0.013 -0.32 0.30 0.86 0.09  9.73 0.36 0.91 0.09  9.97 0.37 0.87 0.09  9.78  0.36 2 289.6844154649704 +48.5748329100308
11025807 4831 146 2.306 0.010 -0.36 0.30 1.37 0.10 13.63 0.36 1.23 0.09 12.92 0.34 1.37 0.10 13.64  0.36 1 289.8393885982279 +48.5788969405272
11025983 5118 156 3.216 0.009 -0.12 0.30 1.46 0.09  4.94 0.11 1.46 0.09  4.94 0.11 1.49 0.10  4.99  0.11 1 289.9216348905071 +48.5908880293475
11026148 5008 151 2.662 0.009 -0.45 0.30 1.31 0.09  8.87 0.21 1.24 0.08  8.60 0.20 1.35 0.09  8.97  0.21 1 290.0219766824213 +48.5652552377778
11026184 4827  80 2.596 0.010  0.16 0.15 2.33 0.17 12.72 0.36 2.25 0.17 12.52 0.35 2.38 0.18 12.86  0.36 2 290.0469255095810 +48.5303982189533
11026472 4904 100 2.882 0.009  0.17 0.15 1.97 0.12  8.42 0.19 1.90 0.12  8.27 0.18 2.01 0.13  8.51  0.19 1 290.2007671594643 +48.5999177702756
11026843 5009 150 2.398 0.012  0.07 0.30 1.13 0.10 11.13 0.35 1.15 0.10 11.23 0.35 1.14 0.10 11.16  0.35 2 290.3944599204979 +48.5286892953012
11026973 4559  80 2.272 0.012  0.22 0.15 1.30 0.12 13.79 0.48 1.17 0.11 13.07 0.45 1.30 0.12 13.82  0.49 2 290.4707149989205 +48.5398729099727
11027005 4894  80 2.618 0.012  0.10 0.15 1.77 0.16 10.81 0.35 1.69 0.15 10.56 0.34 1.81 0.16 10.94  0.35 2 290.4886711777379 +48.5688208671053
11027034 5210 160 2.333 0.019 -0.41 0.30 0.87 0.13 10.54 0.58 0.91 0.13 10.77 0.59 0.88 0.13 10.60  0.58 2 290.5032338664481 +48.5441019304735
11027337 4658 100 2.428 0.008 -0.02 0.15 1.37 0.08 11.83 0.25 1.23 0.07 11.21 0.24 1.37 0.08 11.84  0.25 1 290.6815909303147 +48.5653505830537
11027509 4997 156 2.397 0.011 -0.16 0.30 1.09 0.12 10.92 0.52 1.08 0.12 10.88 0.51 1.09 0.12 10.95  0.52 2 290.7815147976091 +48.5978053498487
11028059 5000 150 2.646 0.009 -0.56 0.30 1.36 0.09  9.19 0.22 1.27 0.08  8.86 0.21 1.40 0.09  9.31  0.22 1 291.0773753053308 +48.5433547277547
11028372 4788 100 2.511 0.008 -0.42 0.15 1.28 0.08 10.39 0.23 1.13 0.07  9.75 0.21 1.26 0.08 10.32  0.23 1 291.2350189944357 +48.5802021692129
11028575 4982 100 2.491 0.012 -0.13 0.15 1.42 0.13 11.20 0.40 1.36 0.13 10.99 0.39 1.44 0.13 11.31  0.40 2 291.3425602439867 +48.5761224760450
11028826 4660  80 2.590 0.007 -0.09 0.15 1.18 0.06  9.14 0.18 1.05 0.06  8.62 0.17 1.18 0.06  9.12  0.18 1 291.4574039425058 +48.5570980184813
11029151 4906 100 2.476 0.010  0.05 0.15 1.38 0.11 11.26 0.32 1.33 0.10 11.06 0.31 1.40 0.11 11.33  0.32 2 291.5936896498712 +48.5337303625018
11029396 4642  80 2.355 0.017  0.14 0.15 0.88 0.13 10.33 0.60 0.82 0.12 10.00 0.58 0.88 0.13 10.34  0.61 2 291.6993244780745 +48.5540532128730
11029423 4766 100 2.787 0.007 -0.05 0.15 1.32 0.07  7.70 0.15 1.21 0.07  7.37 0.15 1.33 0.07  7.73  0.15 1 291.7103097659543 +48.5949052190394
11029517 5252 158 2.980 0.008 -0.52 0.30 1.46 0.09  6.47 0.14 1.46 0.09  6.49 0.14 1.50 0.09  6.57  0.14 1 291.7629931586116 +48.5489643821017
11029591 4676  80 2.379 0.011 -0.08 0.15 1.04 0.10 10.90 0.41 0.93 0.09 10.33 0.38 1.03 0.10 10.88  0.41 2 291.8017646761828 +48.5272083431900
11029738 4997 155 2.413 0.014  0.11 0.30 1.21 0.12 11.34 0.40 1.23 0.12 11.40 0.40 1.22 0.12 11.38  0.40 2 291.8775233630620 +48.5699844752928
11029886 5156 162 2.378 0.013 -0.14 0.30 1.30 0.13 12.20 0.44 1.32 0.13 12.32 0.44 1.31 0.13 12.29  0.44 2 291.9562277854716 +48.5413253771767
11030524 4812  80 2.883 0.007 -0.26 0.15 1.17 0.06  6.47 0.12 1.06 0.05  6.16 0.11 1.17 0.06  6.47  0.12 1 292.2695997594871 +48.5039009491242
11030542 4860 146 2.640 0.009  0.07 0.30 1.72 0.11 10.38 0.24 1.62 0.11 10.09 0.23 1.75 0.11 10.49  0.24 1 292.2765967255288 +48.5128253852086
11030582 4942 146 2.432 0.011 -0.16 0.30 1.16 0.10 10.86 0.35 1.12 0.10 10.65 0.34 1.17 0.10 10.89  0.35 2 292.2906638394576 +48.5264587367767
11031040 4818 100 2.335 0.010 -0.00 0.15 1.13 0.11 11.95 0.50 1.07 0.11 11.65 0.49 1.13 0.11 11.98  0.51 2 292.5131424418711 +48.5800066457240
